id,name,avg_resp_time,avg # comms per req,total pages,total requests,# awaiting response,# awaiting appeal,# fix required,# payment required,# rejected,# no responsive docs,# completed,# partially completed,# withdrawn
1271,"Palmer Public Library, Palmer, MA",2,2,0,1,0,0,0,0,0,0,0,0,0
1272,"Paxton Richards Memorial Library, Paxton, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1273,"Peabody Institute Library, Peabody, MA",2,2,0,1,0,0,0,0,0,0,0,0,0
1274,"Pelham Library, Pelham, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1275,"Pembroke Public Library, Pembroke, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1276,"Pepperell Lawrence Library, Pepperell, MA",38,4,2,1,0,0,0,0,0,0,1,0,0
1277,"Peru Library, Peru, MA",6,2,0,1,0,0,0,0,0,0,0,0,0
1278,"Petersham Memorial Library, Petersham, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1279,"Phillipston Phillips Free Public Library, Phillipston, MA",125,11,0,1,0,0,0,0,0,1,0,0,0
1280,"Pittsfield Berkshire Athenaeum, Pittsfield, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1281,"Plainfield Shaw Memorial Library, Plainfield, MA",0,3,0,1,0,0,0,0,0,0,0,0,0
1282,"Plainville Public Library, Plainville, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1283,"Plymouth Public Library, Plymouth, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1284,"Plympton Public Library, Plympton, MA",6,2,0,1,0,0,0,0,0,0,0,0,0
1285,"Princeton Public Library, Princeton, MA",8,2,0,1,0,0,0,0,0,0,0,0,0
1286,"Provincetown Public Library, Provincetown, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1287,"Quincy Thomas Crane Public Library, Quincy, MA",0,2,1,1,0,0,0,0,0,1,0,0,0
1288,"Randolph Turner Free Library, Randolph, MA",9,2,0,1,0,0,0,0,0,0,0,0,0
1289,"Raynham Public Library, Raynham, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1290,"Reading Public Library, Reading, MA",23,3,0,1,0,0,0,0,0,1,0,0,0
1291,"Rehoboth Blanding Free Public Library, Rehoboth, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1292,"Revere Public Library, Revere, MA",157,15,0,1,0,0,0,0,0,1,0,0,0
1293,"Richmond Free Public Library, Richmond, MA",7,2,0,1,0,0,0,0,0,0,0,0,0
1294,"Rochester Joseph H. Plumb Memorial Library, Rochester, MA",23,4,0,1,0,0,0,0,0,2,0,0,0
1295,"Rockland Memorial Library, Rockland, MA",3,2,0,1,0,0,0,0,0,0,0,0,0
1296,"Rockport Public Library, Rockport, MA",179,15,0,1,0,0,0,0,0,0,0,0,0
1297,"Rowe Town Library, Rowe, MA",7,2,0,1,0,0,0,0,0,0,0,0,0
1298,"Rowley Public Library, Rowley, MA",0,2,0,1,0,0,0,0,0,0,0,0,0
1299,"Royalston Phinehas S. Newton Library, Royalston, MA",173,14,0,1,0,0,0,0,0,1,0,0,0
1300,"Russell Public Library, Russell, MA",7,2,0,1,0,0,0,0,1,0,0,0,0
1301,"Rutland Free Public Library, Rutland, MA",23,3,0,1,0,0,0,0,0,1,0,0,0
1302,"Salem Public Library, Salem, MA",0,2,1,1,0,0,0,0,0,1,0,0,0
1303,"Salisbury Public Library, Salisbury, MA",23,3,0,1,0,0,0,0,0,1,0,0,0
1304,"Sandisfield Free Public Library, Sandisfield, MA",195,18,0,1,0,0,0,0,0,0,0,0,0
1305,"Sandwich Free Public Library, Sandwich, MA",23,3,0,1,0,0,0,0,0,1,0,0,0
1306,"Savoy Hollow Library, Savoy, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1307,"Scituate Town Library, Scituate, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1308,"Seekonk Public Library, Seekonk, MA",7,5,0,1,0,0,1,0,0,0,0,0,0
1309,"Sharon Public Library, Sharon, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1310,"Sheffield Bushnell-Sage Library, Sheffield, MA",4,2,0,1,0,0,0,0,0,0,0,0,0
1311,"Shelburne Falls Arms Library, Shelburne, MA",38,4,0,1,0,0,0,0,0,1,0,0,0
1312,"Shelburne Free Public Library, Shelburne, MA",42,6,0,1,0,0,0,0,0,1,0,0,0
1313,"Sherborn Library, Sherborn, MA",23,3,0,1,0,0,0,0,0,1,0,0,0
1314,"Shirley Hazen Memorial Library, Shirley, MA",0,2,0,1,0,0,0,0,0,0,0,0,0
1315,"Shrewsbury Free Public Library, Shrewsbury, MA",4,2,0,1,0,0,0,0,0,0,0,0,0
1316,"Shutesbury M. N. Spear Memorial Library, Shutesbury, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1317,"Somerset Public Library, Somerset, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1318,"Somerville Public Library, Somerville, MA",7,2,0,1,0,0,0,0,0,0,0,0,0
1319,"South Chatham Public Library, Chatham, MA",136,10,1,1,0,0,0,0,1,0,0,0,0
1320,"South Dennis Public Library, Dennis, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1321,"South Hadley Gaylord Memorial Library, South Hadley, MA",23,3,0,1,0,0,0,0,0,0,0,0,0
1322,"South Hadley Public Library, South Hadley, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1323,"Southampton Edwards Public Library, Southampton, MA",24,4,0,1,0,0,1,0,0,0,0,0,0
1324,"Southborough Public Library, Southborough, MA",23,3,0,1,0,0,0,0,0,1,0,0,0
1325,"Southbridge Jacob Edwards Library, Southbridge, MA",2,2,0,1,0,0,0,0,0,0,0,0,0
1326,"Southwick Public Library, Southwick, MA",0,2,1,1,0,0,0,0,0,1,0,0,0
1327,"Spencer Richard Sugden Public Library, Spencer, MA",23,3,0,1,0,0,0,0,0,0,0,0,0
1328,"Springfield City Library, Springfield, MA",1,1,0,1,0,0,0,0,0,0,0,0,0
1329,"Sterling Conant Public Library, Sterling, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1330,"Stockbridge Library Association, Stockbridge, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1331,"Stoneham Public Library, Stoneham, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1332,"Stoughton Public Library, Stoughton, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1333,"Stow Randall Library, Stow, MA",87,4,0,2,0,0,0,0,0,0,0,0,0
1334,"Sturbridge Joshua Hyde Public Library, Sturbridge, MA",1,2,2,1,0,0,0,0,0,0,0,0,0
1335,"Sudbury Goodnow Public Library, Sudbury, MA",6,2,0,1,0,0,0,0,0,0,0,0,0
1336,"Sunderland Public Library, Sunderland, MA",41,6,0,1,0,0,0,0,0,0,0,0,0
1337,"Sutton Free Public Library, Sutton, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1338,"Swampscott Public Library, Swampscott, MA",8,2,0,1,0,0,0,0,0,0,0,0,0
1339,"Swansea Free Public Library, Swansea, MA",2,2,0,1,0,0,0,0,0,0,0,0,0
1340,"Taunton Public Library, Taunton, MA",2,2,0,1,0,0,0,0,0,0,0,0,0
1341,"Templeton Boynton Public Library, Templeton, MA",106,10,0,1,0,0,0,0,0,0,0,0,0
1342,"Tewksbury Public Library, Tewksbury, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1343,"Tisbury Vineyard Haven Public Library, Tisbury, MA",9,2,0,1,0,0,0,0,0,0,0,0,0
1344,"Tolland Public Library, Tolland, MA",6,2,0,1,0,0,0,0,0,0,0,0,0
1345,"Topsfield Town Library, Topsfield, MA",0,2,1,1,0,0,0,0,0,1,0,0,0
1346,"Townsend Public Library, Townsend, MA",1,6,0,1,0,0,0,0,0,0,0,0,0
1347,"Truro Public Library, Truro, MA",23,3,0,1,0,0,0,0,0,1,0,0,0
1348,"Tyngsborough Public Library, Tyngsborough, MA",23,3,0,1,0,0,0,0,0,1,0,0,0
1349,"Tyringham Free Public Library, Tyringham, MA",0,2,0,1,0,0,0,0,0,0,0,0,0
1350,"Upton Town Library, Upton, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1351,"Uxbridge Free Public Library, Uxbridge, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1352,"Wakefield Lucius Beebe Memorial Library, Wakefield, MA",5,2,0,1,0,0,0,0,0,0,0,0,0
1353,"Wales Public Library, Wales, MA",0,2,0,1,0,0,0,0,0,0,0,0,0
1354,"Walpole Public Library, Walpole, MA",13,2,0,1,0,0,0,0,0,0,0,0,0
1355,"Waltham Public Library, Waltham, MA",39,6,0,1,0,0,0,0,0,1,0,0,0
1356,"Ware Young Men's Library Association, Ware, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1357,"Wareham Free Library, Wareham, MA",1,1,0,1,0,0,0,0,0,0,0,0,0
1358,"Warren Public Library, Warren, MA",40,6,0,1,0,0,0,0,0,0,0,0,0
1359,"Warwick Free Public Library, Warwick, MA",0,2,1,1,0,0,0,0,0,0,0,0,0
1360,"Watertown Free Public Library, Watertown, MA",105,11,2,1,0,0,0,0,0,0,1,0,0
1361,"Wayland Free Public Library, Wayland, MA",134,13,0,1,0,0,0,0,0,1,0,0,0
1362,"Webster Chester C. Corbin Public Library, Webster, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1363,"Wellesley Free Library, Wellesley, MA",139,12,0,1,0,0,0,0,0,1,0,0,0
1364,"Wellfleet Public Library, Wellfleet, MA",23,3,0,1,0,0,0,0,0,1,0,0,0
1365,"Wendell Free Library, Wendell, MA",38,4,0,1,0,0,0,0,0,1,0,0,0
1366,"West Acton Citizen's Library Association, Acton, MA",5,2,0,1,0,0,0,0,0,1,0,0,0
1367,"West Boylston Beaman Memorial Public Library, West Boylston, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1368,"West Bridgewater Public Library, West Bridgewater, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1369,"West Brookfield Merriam-Gilbert Public Library, West Brookfield, MA",23,3,0,1,0,0,0,0,0,0,0,1,0
1370,"West Dennis Free Public Library, Dennis, MA",105,9,0,1,0,0,0,0,0,0,0,0,0
1371,"West Falmouth Library, Inc., Falmouth, MA",9,2,0,1,0,0,0,0,0,1,0,0,0
1372,"West Newbury G. A. R. Memorial Library, West Newbury, MA",2,2,0,1,0,0,0,0,0,0,0,0,0
1373,"West Springfield Public Library, West Springfield, MA",23,3,0,1,0,0,0,0,0,1,0,0,0
1374,"West Stockbridge Library, West Stockbridge, MA",23,3,0,1,0,0,0,0,0,1,0,0,0
1375,"West Tisbury Free Public Library, West Tisbury, MA",25,3,0,1,0,0,0,0,0,1,0,0,0
1376,"West Warren Library Association, Warren, MA",40,6,0,1,0,0,0,0,0,0,0,0,0
1377,"Westborough Public Library, Westborough, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1378,"Westfield Athenaeum, Westfield, MA",2,2,0,1,0,0,0,0,0,0,0,0,0
1379,"Westford J. V. Fletcher Library, Westford, MA",35,6,12,1,1,0,0,0,0,0,1,0,0
1380,"Westhampton Public Library, Westhampton, MA",2,2,0,1,0,0,0,0,0,0,0,0,0
1381,"Westminster Forbush Memorial Library, Westminster, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1382,"Weston Public Library, Weston, MA",105,11,0,1,0,0,0,0,0,0,0,0,0
1383,"Westport Free Public Library, Westport, MA",35,3,0,1,0,0,0,0,0,1,0,0,0
1384,"Westwood Public Library, Westwood, MA",385,27,0,1,0,0,0,0,0,1,0,0,0
1385,"Weymouth Public Libraries, Weymouth, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1386,"Whately S. White Dickinson Memorial Library, Whately, MA",64,6,0,1,0,0,0,0,0,1,0,0,0
1387,"Whitinsville Social Library, Northbridge, MA",9,2,0,1,0,0,0,0,0,0,0,0,0
1388,"Whitman Public Library, Whitman, MA",1,2,6,1,0,0,0,0,0,0,0,0,0
1389,"Wilbraham Public Library, Wilbraham, MA",6,2,0,1,0,0,0,0,0,0,0,0,0
1390,"Williamsburg Meekins Library, Williamsburg, MA",1,2,1,1,0,0,0,0,0,0,0,0,0
1391,"Williamstown David and Joyce Milne Public Library, Williamstown, MA",38,4,0,1,0,0,0,0,0,1,0,0,0
1392,"Wilmington Memorial Library, Wilmington, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1393,"Winchendon Beals Memorial Library, Winchendon, MA",23,3,0,1,0,0,0,0,0,1,0,0,0
1394,"Winchester Public Library, Winchester, MA",0,27,0,1,0,0,0,0,0,0,0,0,0
1395,"Windsor Free Public Library, Windsor, MA",42,6,0,1,0,0,0,0,0,1,0,0,0
1396,"Winthrop Public Library, Winthrop, MA",31,3,1,1,0,0,0,0,0,0,1,0,0
1397,"Woburn Public Library, Woburn, MA",126,12,0,1,0,0,0,0,0,0,0,0,0
1398,"Worcester Public Library, Worcester, MA",8,4,1,1,0,0,0,0,0,0,1,0,0
1399,"Worthington Library, Worthington, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1400,"Wrentham Fiske Public Library, Wrentham, MA",6,2,0,1,0,0,0,0,0,0,0,0,0
1401,"Yarmouth Port Library, Yarmouth, MA",5,2,0,1,0,0,0,0,0,0,0,0,0
1402,"Yarmouth Town Libraries, Yarmouth, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1405,"US Army Chief Attorney and Legal Services Directorate, United States of America",65,5,586,1,0,0,0,0,0,0,1,0,0
1407,"US Army Intelligence and Security Command (INSCOM), United States of America",92,6,118,18,12,1,7,1,0,12,4,0,0
1409,"Amey Steere Library at the Carroll School, Lincoln, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1410,"Applewild School Wallace Information Center, Fitchburg, MA",0,2,0,1,0,0,0,0,0,0,0,0,0
1411,"Barnstable Community Horace Mann Charter Public School Library, Barnstable, MA",19,3,0,1,0,0,0,0,0,0,0,0,1
1412,"Barnstable Horace Mann Charter School Library, Barnstable, MA",22,3,0,1,0,0,0,0,0,1,0,0,0
1413,"Beaver Country Day School Library, Brookline, MA",6,2,0,1,0,0,0,0,0,0,0,0,0
1414,"Belmont Day School Erskine Library, Belmont, MA",31,4,0,1,0,0,0,0,0,1,0,0,0
1415,"Bement School Clagett McLennan Library, Deerfield, MA",0,3,0,1,0,0,0,0,0,0,0,0,0
1416,"Blessed Sacrament School Library, Walpole, MA",8,2,0,1,0,0,0,0,0,0,0,0,0
1417,"Boston Renaissance Charter Public School Library, Boston, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1418,"Brookwood School Eleanor M. DiCroce Library, Manchester-by-the-Sea, MA",0,24,0,1,0,0,0,0,0,0,0,0,0
1420,"Cambridge Friends School Library, Cambridge, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1421,"Cambridge Montessori School Library, Cambridge, MA",0,3,0,1,0,0,0,0,0,0,0,0,0
1423,"Community Day Charter Public School Library, Lawrence, MA",0,25,0,1,0,0,0,0,0,0,0,0,0
1424,"Dedham Country Day School Library, Dedham, MA",0,6,1,1,0,0,0,0,0,1,0,0,0
1426,"Eaglebrook School Copley Library, Deerfield, MA",102,12,0,1,0,0,0,0,0,1,0,0,1
1427,"Fay School Library, Southborough, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1429,"Fessenden School Wheeler Library, Newton, MA",0,2,0,1,0,0,0,0,0,0,0,0,0
1430,"Friends Academy The Dorothy B. Plumb Library, Dartmouth, MA",0,0,0,0,0,0,0,0,0,0,0,0,0
1432,"Hillside School Messman-Saran Library, Marlborough, MA",0,25,0,1,0,0,0,0,0,0,0,0,0
1433,"Inly School Library, Scituate, MA",22,5,0,1,0,0,1,0,0,1,0,0,0
1434,"Lowell Community Charter Public School Library/Media Center, Lowell, MA",0,25,0,1,0,0,0,0,0,0,0,0,0
1436,"Nashoba Brooks School Denault Library, Concord, MA",34,4,0,1,0,0,0,0,0,1,0,0,0
1437,"Our Lady of the Assumption School Saint Francis Media Center, Sr. Martha M. Pooler Library, Lynnfield, MA",16,4,0,1,0,0,0,0,0,1,0,0,0
1439,"Prospect Hill Academy Upper Elementary Campus Library, Somerville, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1440,"Rashi School Library, Dedham, MA",0,4,0,1,0,0,0,0,0,0,0,0,0
1441,"Sacred Heart Elementary School Library, Kingston, MA",0,3,0,1,0,0,0,0,0,0,0,0,0
1442,"Saint Michael School Fr. Paul T. Keyes Library, North Andover, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1443,"Shady Hill School Library, Cambridge, MA",3,2,0,1,0,0,0,0,0,0,0,0,0
1444,"Shore Country Day School Library, Beverly, MA",0,0,0,0,0,0,0,0,0,0,0,0,0
1446,"Solomon Schechter Day School of Greater Boston Jay Orlin Library, Newton, MA",87,9,0,1,0,0,0,0,0,1,0,0,0
1447,"St. Joseph School Monsignor James J. Haddad Library, Needham, MA",2,2,0,1,0,0,0,0,0,0,0,0,0
1452,"The Pike School Library, Andover, MA",9,2,0,1,0,0,0,0,0,1,0,0,0
1453,"Tower School Stephen Phillips Library, Marblehead, MA",0,25,0,1,0,0,0,0,0,0,0,0,0
1455,"Woodland School Library, Weston, MA",41,6,0,1,0,0,0,0,0,1,0,0,0
1456,"A. C. Whelan Elementary School Library, Revere, MA",126,11,0,1,0,0,0,0,0,0,0,0,0
1457,"Abbot Elementary School Library, Westford, MA",0,30,0,1,0,0,0,0,0,0,0,0,0
1458,"Abner Gibbs Elementary School  Library Media Center, Westfield, MA",72,8,0,1,0,0,0,0,0,1,0,0,0
1460,"Albert N. Parlin School Library, Everett, MA",0,25,0,1,0,0,0,0,0,0,0,0,0
1461,"Albert S. Woodward Memorial School Library, Southborough, MA",0,7,8,1,0,0,0,0,0,1,0,0,0
1462,"Alfred G. Zanetti Montessori School Library, Springfield, MA",34,12,0,1,0,0,0,0,0,2,0,0,0
1463,"Alfred M. Glickman Elementary School Library, Springfield, MA",94,9,0,1,0,0,0,0,0,0,0,0,0
1464,"Alice B. Beal School Library, Springfield, MA",94,9,0,1,0,0,0,0,0,0,0,0,0
1465,"Alice M. Barrows Elementary School Library, Reading, MA",0,5,0,1,0,0,0,0,0,0,0,0,0
1466,"Allen Keith Middle School Library, New Bedford, MA",0,22,0,1,0,0,1,0,0,0,0,0,0
1467,"Allendale Elementary School Library, Pittsfield, MA",0,25,0,1,0,0,0,0,0,0,0,0,0
1468,"Ambrose  Elementary School Library, Winchester, MA",72,8,0,1,0,0,0,0,0,0,0,0,0
1469,"Amesbury Elementary School Library, Amesbury, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1470,"Amesbury Middle School Library, Amesbury, MA",363,24,0,1,0,0,0,0,0,1,0,0,0
1471,"Amherst Regional Middle School Library, Amherst, MA",17,3,0,1,0,0,0,0,0,0,0,0,0
1472,"Amos A. Lawrence School Library, Brookline, MA",17,10,0,1,0,0,0,0,0,0,0,0,0
1473,"Andrew Peabody School Library, Cambridge, MA",0,2,1,1,0,0,0,0,0,1,0,0,0
1474,"Andrews Middle School Library Media Center, Medford, MA",34,6,0,1,0,0,0,0,0,1,0,0,0
1475,"Angier Elementary School Barbara Feldstein Library, Newton, MA",0,10,0,1,0,0,0,0,0,1,0,0,0
1476,"Anna Ware Jackson Elementary School Library Media Center, Plainville, MA",2,2,0,1,0,0,0,0,0,0,0,0,0
1477,"Annie L. Sargent Elementary School Library, North Andover, MA",2,2,0,1,0,0,0,0,0,0,0,0,0
1478,"Arthur D. Healey School Library, Somerville, MA",2,2,0,1,0,0,0,0,0,0,0,0,0
1479,"Arthur F. Sullivan Middle School Library, Worcester, MA",34,6,0,1,0,0,0,0,0,1,0,0,0
1480,"Assawompset Elementary School Library, Lakeville, MA",0,27,0,1,0,0,0,0,0,0,0,0,0
1481,"Atkinson Elementary School Library, North Andover, MA",2,2,0,1,0,0,0,0,0,0,0,0,0
1482,"Avery Elementary School Library Media Center, Dedham, MA",36,9,1,1,0,0,0,0,0,0,0,0,0
1483,"Ayers Ryal Side School Library, Beverly, MA",0,23,0,1,0,0,0,0,0,0,0,0,0
1484,"Balch  Elementary School Balch Elementary School Library, Norwood, MA",0,5,0,1,0,0,0,0,0,0,0,0,0
1485,"Bancroft Elementary School Media Center, Andover, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1486,"Barnstable Intermediate School Library, Barnstable, MA",38,6,0,1,0,0,0,0,0,0,0,0,0
1487,"Beal Early Childhood Center Beal Media Center, Shrewsbury, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1488,"Beatrice H. Wood Elementary School Library Media Center, Plainville, MA",2,2,0,1,0,0,0,0,0,0,0,0,0
1489,"Beebe School Schofield Library, Malden, MA",0,25,0,1,0,0,0,0,0,0,0,0,0
1490,"Bellamy Middle School Governor Robinson Memorial Library, Chicopee, MA",6,3,0,1,0,0,0,0,0,0,0,0,0
1491,"Belmonte Middle School Library, Saugus, MA",0,2,0,1,0,0,0,0,0,0,0,0,0
1492,"Benjamin G. Brown Elementary School Library, Somerville, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1493,"Benjamin J. Phelps Elementary School Library Media Center, Agawam, MA",3,2,0,1,0,0,0,0,0,0,0,0,0
1494,"Bentley Elementary School Library, Salem, MA",125,26,0,1,0,0,0,0,0,0,0,0,0
1495,"Berkshire Hills Regional School District Muddy Brook Regional Elementary School Library, Great Barrington, MA",0,2,1,1,0,0,0,0,0,1,0,0,0
1496,"Bigelow Middle School Library, Newton, MA",0,10,0,1,0,0,0,0,0,1,0,0,0
1497,"Birch Meadow Elementary School Library, Reading, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1498,"Birchland Park Middle School Library, East Longmeadow, MA",0,3,2,1,0,0,0,0,0,1,0,0,0
1499,"Blanchard Memorial School Webster Blanchard Library, Boxborough, MA",0,21,0,1,0,0,0,0,0,0,0,0,0
1500,"Blueberry Hill School Alexander M. Kassanos Library, Longmeadow, MA",0,25,0,1,0,0,0,0,0,0,0,0,0
1501,"Boston Public Schools Campbell Resource Center Library, Boston, MA",0,3,2,1,1,0,0,0,0,1,0,0,0
1502,"Bourne Middle School Media Center, Bourne, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1503,"Bowen Elementary School Library, Newton, MA",0,10,0,1,0,0,0,0,0,1,0,0,0
1504,"Bowman Elementary School Library, Lexington, MA",0,14,0,1,0,0,2,0,0,0,0,0,0
1505,"Bresnahan Elementary School Library, Newburyport, MA",0,25,0,1,0,0,0,0,0,0,0,0,0
1506,"Bridge Elementary School Library, Lexington, MA",0,2,0,1,0,0,0,0,0,0,0,0,0
1508,"Briscoe Middle School Media Center, Beverly, MA",0,25,0,1,0,0,0,0,0,0,0,0,0
1509,"Broadmeadow Elementary School Library, Needham, MA",7,6,0,1,0,0,0,0,0,0,0,0,0
1510,"Brooks Elementary School Library, Medford, MA",34,6,0,1,0,0,0,0,0,1,0,0,0
1511,"Burgess Elementary School Library, Sturbridge, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1512,"Burncoat Middle School Library, Worcester, MA",0,26,0,1,0,0,0,0,0,0,0,0,0
1513,"Burr Elementary School Library, Newton, MA",34,6,0,1,0,0,0,0,0,1,0,0,0
1514,"C. M. Callahan Elementary School Library, Norwood, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1515,"C.A. Farley Elementary School Library, Hudson, MA",6,2,0,1,0,0,0,0,0,0,0,0,0
1516,"C.J. Prescott Elementary School  McGuire Library, Norwood, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1517,"Cabot  Elementary School Library, Newton, MA",0,11,0,1,0,0,0,0,0,1,0,0,0
1518,"Calvin Coolidge School Coolidge Media Center, Shrewsbury, MA",1,2,0,1,0,0,0,0,0,1,0,0,0
1519,"Cambridgeport School Library, Cambridge, MA",0,2,1,1,0,0,0,0,0,1,0,0,0
1520,"Carlisle School Ruth C. Wilkins Library, Carlisle, MA",0,2,0,1,0,0,0,0,0,0,0,0,0
1521,"Carver Elementary School Instructional Media Center, Carver, MA",210,17,0,1,0,0,0,0,0,1,0,0,0
1522,"Cashman Elementary School Library, Amesbury, MA",57,7,0,1,0,0,0,0,0,1,0,0,0
1523,"Center Elementary School Library, Hopkinton, MA",33,4,0,1,0,0,0,0,0,1,0,0,0
1524,"Center School Library, Stow, MA",14,19,0,1,0,0,0,0,0,1,0,0,0
1525,"Center School Library, Longmeadow, MA",0,26,0,1,0,0,0,0,0,0,0,0,0
1526,"Centerville Elementary School Library, Beverly, MA",0,23,0,1,0,0,1,0,0,0,0,0,0
1527,"Central Elementary School Library, East Bridgewater, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1528,"Chace Elementary School Library Media Center, Somerset, MA",34,6,0,1,0,0,0,0,0,0,0,0,0
1529,"Chapin Street Elementary School Nancy Cabana Memorial Library, Ludlow, MA",17,3,0,1,0,0,0,0,0,0,0,0,0
1530,"Charles E.Brown Middle School Library, Newton, MA",0,10,0,1,0,0,0,0,0,1,0,0,0
1531,"Charlton Middle School Library, Charlton, MA",34,7,0,1,0,0,0,0,0,1,0,0,0
1532,"Chestnut Hill Community School Library, Belchertown, MA",0,2,0,1,0,0,0,0,0,0,0,0,0
1533,"Chickering Elementary School Library, Dover, MA",0,2,0,1,0,0,0,0,0,0,0,0,0
1534,"Claypit Hill School Library, Wayland, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1535,"Clifford M. Granger School Library, Agawam, MA",3,2,0,1,0,0,0,0,0,0,0,0,0
1536,"Col. John Robinson Elementary School Library, Westford, MA",57,7,0,1,0,0,0,0,0,1,0,0,0
1537,"Col. Moses Parker Middle School Library, Chelmsford, MA",349,23,0,1,0,0,0,0,0,1,0,0,0
1538,"Cold Spring Elementary School Library, Plymouth, MA",21,10,0,1,0,0,0,0,0,0,0,0,0
1539,"Collins Middle School Library, Salem, MA",125,17,0,1,0,0,0,0,0,1,0,0,0
1540,"Columbus Elementary School Library, Medford, MA",34,6,0,1,0,0,0,0,0,1,0,0,0
1541,"Comprehensive Grammar School Library, Methuen, MA",0,25,0,1,0,0,0,0,0,0,0,0,0
1542,"Concord Middle School Peabody Library, Sanborn Library, Concord, MA",6,2,0,1,0,0,0,0,0,0,0,0,0
1543,"Converse Middle School Library, Palmer, MA",21,3,0,1,0,0,0,0,0,0,0,0,0
1544,"Conway Grammar School Dacey Library, Conway, MA",34,6,0,1,0,0,0,0,0,1,0,0,0
1545,"Coolidge Middle School Library, Reading, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1546,"Cottage Street Elementary School Library, Sharon, MA",2,2,0,1,0,0,0,0,0,0,0,0,0
1547,"Country Elementary School Library, Weston, MA",41,6,0,1,0,0,0,0,0,1,0,0,0
1548,"Countryside Elementary School  Rita Cushing Library, Newton, MA",0,10,0,1,0,0,0,0,0,1,0,0,0
1549,"Cove Elementary School Library, Beverly, MA",0,26,0,1,0,0,0,0,0,0,0,0,0
1550,"Crocker Farm Elementary School Library, Amherst, MA",45,17,0,1,0,0,0,0,0,1,0,0,0
1551,"Crosby Elementary School Library, Pittsfield, MA",19,6,0,1,0,0,1,0,0,0,0,0,1
1552,"Cunniff Elemenary School Ellen Heyman Cone Memorial Library, Watertown, MA",0,2,0,1,0,0,0,0,0,0,0,0,0
1553,"Dale Street Elementary School Library Media Center, Medfield, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1554,"Daley Middle School Library, Lowell, MA",77,6,0,1,0,0,0,0,0,1,0,0,0
1555,"Daniel B. Brunton Elementary School Library, Springfield, MA",36,4,0,1,0,0,0,0,0,1,0,0,0
1556,"Daniel L. Joyce Middle School Peter Varoutsas Memorial Library, Woburn, MA",78,9,0,1,0,0,0,0,0,2,0,0,0
1557,"Dartmouth Middle School  Library Media Center, Dartmouth, MA",16,3,0,1,0,0,0,1,0,0,0,0,0
