id,name,avg_resp_time,avg # comms per req,total pages,total requests,# awaiting response,# awaiting appeal,# fix required,# payment required,# rejected,# no responsive docs,# completed,# partially completed,# withdrawn
12081,"Big Spring, IL",0,0,0,0,0,0,0,0,0,0,0,0,0
26514,"Big Spring, OH",0,0,0,0,0,0,0,0,0,0,0,0,0
21276,"Big Springs, NE",0,0,0,0,0,0,0,0,0,0,0,0,0
29925,"Big Springs, SD",0,0,0,0,0,0,0,0,0,0,0,0,0
29538,"Big Stone, SD",0,0,0,0,0,0,0,0,0,0,0,0,0
25085,"Big Stone, ND",0,0,0,0,0,0,0,0,0,0,0,0,0
18215,"Big Stone, MN",0,0,0,0,0,0,0,0,0,0,0,0,0
30069,"Big Stone City, SD",0,0,0,0,0,0,0,0,0,0,0,0,0
1949,"Big Stone County, MN",0,0,0,0,0,0,0,0,0,0,0,0,0
32045,"Big Stone Gap, VA",0,0,0,0,0,0,0,0,0,0,0,0,0
15441,"Big Timber, KS",0,0,0,0,0,0,0,0,0,0,0,0,0
21064,"Big Timber, MT",0,0,0,0,0,0,0,0,0,0,0,0,0
31695,"Big Water, UT",0,0,0,0,0,0,0,0,0,0,0,0,0
30856,"Big Wells, TX",0,0,0,0,0,0,0,0,0,0,0,0,0
18739,"Big Woods, MN",0,0,0,0,0,0,0,0,0,0,0,0,0
467,"Billerica, MA",9,4,0,13,0,0,1,0,0,4,0,0,0
20094,"Billings, MO",0,0,0,0,0,0,0,0,0,0,0,0,0
24257,"Billings, ND",0,0,0,0,0,0,0,0,0,0,0,0,0
8831,"Billings, MT",16,10,4,2,0,0,0,1,0,1,0,0,0
27029,"Billings, OK",0,0,0,0,0,0,0,0,0,0,0,0,0
17531,"Billings, MI",0,0,0,0,0,0,0,0,0,0,0,0,0
23607,"Billings County, ND",0,0,0,0,0,0,0,0,0,0,0,0,0
9071,"Billingsley, AL",0,0,0,0,0,0,0,0,0,0,0,0,0
25051,"Bilodeau, ND",0,0,0,0,0,0,0,0,0,0,0,0,0
19614,"Biloxi, MS",0,0,0,0,0,0,0,0,0,0,0,0,0
4075,"Biltmore Forest, NC",0,0,0,0,0,0,0,0,0,0,0,0,0
23784,"Binford, ND",0,0,0,0,0,0,0,0,0,0,0,0,0
8292,"Bingen, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
26708,"Binger, OK",0,0,0,0,0,0,0,0,0,0,0,0,0
6052,"Bingham, ME",0,0,0,0,0,0,0,0,0,0,0,0,0
11042,"Bingham, IL",0,0,0,0,0,0,0,0,0,0,0,0,0
29028,"Bingham, PA",0,0,0,0,0,0,0,0,0,0,0,0,0
24960,"Bingham, ND",0,0,0,0,0,0,0,0,0,0,0,0,0
17467,"Bingham, MI",0,0,0,0,0,0,0,0,0,0,0,0,0
10656,"Bingham County, ID",0,0,0,0,0,0,0,0,0,0,0,0,0
17089,"Bingham Farms, MI",0,0,0,0,0,0,0,0,0,0,0,0,0
1153,"Bingham Lake, MN",0,0,0,0,0,0,0,0,0,0,0,0,0
24027,"Binghampton, ND",0,0,0,0,0,0,0,0,0,0,0,0,0
22330,"Binghamton, NY",5,4,977,12,0,0,5,1,0,1,9,0,0
18171,"Birch, MN",0,0,0,0,0,0,0,0,0,0,0,0,0
33173,"Birch, WI",0,0,0,0,0,0,0,0,0,0,0,0,0
19108,"Birch Cooley, MN",0,0,0,0,0,0,0,0,0,0,0,0,0
18990,"Birch Creek, MN",0,0,0,0,0,0,0,0,0,0,0,0,0
32896,"Birch Creek, WI",0,0,0,0,0,0,0,0,0,0,0,0,0
19322,"Birchdale, MN",0,0,0,0,0,0,0,0,0,0,0,0,0
18281,"Birch Lake, MN",0,0,0,0,0,0,0,0,0,0,0,0,0
17158,"Birch Run, MI",0,0,0,0,0,0,0,0,0,0,0,0,0
20794,"Birch Tree, MO",0,0,0,0,0,0,0,0,0,0,0,0,0
32742,"Birchwood, WI",0,0,0,0,0,0,0,0,0,0,0,0,0
18090,"Birchwood, MN",0,0,0,0,0,0,0,0,0,0,0,0,0
1154,"Birchwood Village, MN",0,0,0,0,0,0,0,0,0,0,0,0,0
11916,"Bird, IL",0,0,0,0,0,0,0,0,0,0,0,0,0
14410,"Bird City, KS",0,0,0,0,0,0,0,0,0,0,0,0,0
1155,"Bird Island, MN",0,0,0,0,0,0,0,0,0,0,0,0,0
22928,"Birdsall, NY",0,0,0,0,0,0,0,0,0,0,0,0,0
27480,"Birdsboro, PA",0,0,0,0,0,0,0,0,0,0,0,0,0
12394,"Birdseye, IN",0,0,0,0,0,0,0,0,0,0,0,0,0
9968,"Birdsong, AR",0,0,0,0,0,0,0,0,0,0,0,0,0
17090,"Birmingham, MI",0,0,0,0,0,0,0,0,0,0,0,0,0
27816,"Birmingham, PA",0,0,0,0,0,0,0,0,0,0,0,0,0
743,"Birmingham, AL",71,11,28,11,0,0,2,0,2,0,3,0,0
14124,"Birmingham, IA",0,0,0,0,0,0,0,0,0,0,0,0,0
12076,"Birmingham, IL",0,0,0,0,0,0,0,0,0,0,0,0,0
20109,"Birmingham, MO",0,0,0,0,0,0,0,0,0,0,0,0,0
32697,"Birnamwood, WI",0,0,0,0,0,0,0,0,0,0,0,0,0
32783,"Biron, WI",0,0,0,0,0,0,0,0,0,0,0,0,0
24365,"Birtsell, ND",0,0,0,0,0,0,0,0,0,0,0,0,0
9532,"Bisbee, AZ",0,0,0,0,0,0,0,0,0,0,0,0,0
23955,"Bisbee, ND",0,0,0,0,0,0,0,0,0,0,0,0,0
1156,"Biscay, MN",0,0,0,0,0,0,0,0,0,0,0,0,0
10551,"Biscayne Park, FL",0,0,0,0,0,0,0,0,0,0,0,0,0
4076,"Biscoe, NC",0,0,0,0,0,0,0,0,0,0,0,0,0
3119,"Bishop, CA",0,0,0,0,0,0,0,0,0,0,0,0,0
5032,"Bishop, GA",0,0,0,0,0,0,0,0,0,0,0,0,0
11580,"Bishop, IL",0,0,0,0,0,0,0,0,0,0,0,0,0
31320,"Bishop, TX",0,0,0,0,0,0,0,0,0,0,0,0,0
11097,"Bishop Hill, IL",0,0,0,0,0,0,0,0,0,0,0,0,0
31356,"Bishop Hills, TX",0,0,0,0,0,0,0,0,0,0,0,0,0
2285,"Bishopville, SC",0,0,0,0,0,0,0,0,0,0,0,0,0
23702,"Bismarck, ND",0,0,0,0,0,0,0,0,0,0,0,0,0
17941,"Bismarck, MI",0,0,0,0,0,0,0,0,0,0,0,0,0
19250,"Bismarck, MN",0,0,0,0,0,0,0,0,0,0,0,0,0
20658,"Bismarck, MO",0,0,0,0,0,0,0,0,0,0,0,0,0
7548,"Bismarck, IL",0,0,0,0,0,0,0,0,0,0,0,0,0
21746,"Bismark, NE",0,0,0,0,0,0,0,0,0,0,0,0,0
29796,"Bison, SD",0,0,0,0,0,0,0,0,0,0,0,0,0
14829,"Bison, KS",0,0,0,0,0,0,0,0,0,0,0,0,0
1157,"Biwabik, MN",0,0,0,0,0,0,0,0,0,0,0,0,0
27204,"Bixby, OK",0,0,0,0,0,0,0,0,0,0,0,0,0
24539,"Bjornson, ND",0,0,0,0,0,0,0,0,0,0,0,0,0
29884,"Black, SD",0,0,0,0,0,0,0,0,0,0,0,0,0
13101,"Black, IN",0,0,0,0,0,0,0,0,0,0,0,0,0
29064,"Black, PA",0,0,0,0,0,0,0,0,0,0,0,0,0
9178,"Black, AL",0,0,0,0,0,0,0,0,0,0,0,0,0
11770,"Blackberry, IL",0,0,0,0,0,0,0,0,0,0,0,0,0
18559,"Blackberry, MN",0,0,0,0,0,0,0,0,0,0,0,0,0
21896,"Blackbird, NE",0,0,0,0,0,0,0,0,0,0,0,0,0
23047,"Black Brook, NY",0,0,0,0,0,0,0,0,0,0,0,0,0
33311,"Black Brook, WI",0,0,0,0,0,0,0,0,0,0,0,0,0
20759,"Blackburn, MO",0,0,0,0,0,0,0,0,0,0,0,0,0
27099,"Blackburn, OK",0,0,0,0,0,0,0,0,0,0,0,0,0
24454,"Black Butte, ND",0,0,0,0,0,0,0,0,0,0,0,0,0
28880,"Black Creek, PA",0,0,0,0,0,0,0,0,0,0,0,0,0
4077,"Black Creek, NC",0,0,0,0,0,0,0,0,0,0,0,0,0
32603,"Black Creek, WI",0,0,0,0,0,0,0,0,0,0,0,0,0
26438,"Black Creek, OH",0,0,0,0,0,0,0,0,0,0,0,0,0
8293,"Black Diamond, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
1158,"Blackduck, MN",0,0,0,0,0,0,0,0,0,0,0,0,0
32434,"Black Earth, WI",0,0,0,0,0,0,0,0,0,0,0,0,0
15931,"Blackey, KY",0,0,0,0,0,0,0,0,0,0,0,0,0
10720,"Blackfoot, ID",0,0,0,0,0,0,0,0,0,0,0,0,0
12218,"Blackford County, IN",0,0,0,0,0,0,0,0,0,0,0,0,0
18511,"Black Hammer, MN",0,0,0,0,0,0,0,0,0,0,0,0,0
12035,"Blackhawk, IL",0,0,0,0,0,0,0,0,0,0,0,0,0
5761,"Black Hawk, CO",0,0,0,0,0,0,0,0,0,0,0,0,0
13193,"Black Hawk County, IA",0,0,0,0,0,0,0,0,0,0,0,0,0
18260,"Blackhoof, MN",0,0,0,0,0,0,0,0,0,0,0,0,0
20754,"Black Jack, MO",0,0,0,0,0,0,0,0,0,0,0,0,0
28526,"Blacklick, PA",0,0,0,0,0,0,0,0,0,0,0,0,0
28784,"Black Lick, PA",0,0,0,0,0,0,0,0,0,0,0,0,0
24504,"Black Loam, ND",0,0,0,0,0,0,0,0,0,0,0,0,0
17644,"Blackman, MI",0,0,0,0,0,0,0,0,0,0,0,0,0
4078,"Black Mountain, NC",0,0,0,0,0,0,0,0,0,0,0,0,0
9756,"Black Oak, AR",0,0,0,0,0,0,0,0,0,0,0,0,0
29720,"Blackpipe, SD",0,0,0,0,0,0,0,0,0,0,0,0,0
18968,"Black River, MN",0,0,0,0,0,0,0,0,0,0,0,0,0
22481,"Black River, NY",0,0,0,0,0,0,0,0,0,0,0,0,0
8661,"Black River Falls, WI",0,0,0,0,0,0,0,0,0,0,0,0,0
9902,"Black Rock, AR",0,0,0,0,0,0,0,0,0,0,0,0,0
31965,"Blacksburg, VA",1,1,1,3,0,0,0,0,1,1,0,0,0
2286,"Blacksburg, SC",0,0,0,0,0,0,0,0,0,0,0,0,0
5033,"Blackshear, GA",0,0,0,0,0,0,0,0,0,0,0,0,0
9983,"Black Springs, AR",0,0,0,0,0,0,0,0,0,0,0,0,0
468,"Blackstone, MA",23,8,0,3,0,0,2,0,0,1,0,0,0
31972,"Blackstone, VA",0,0,0,0,0,0,0,0,0,0,0,0,0
32284,"Blacksville, WV",0,0,0,0,0,0,0,0,0,0,0,0,0
25086,"Blacktail, ND",0,0,0,0,0,0,0,0,0,0,0,0,0
2287,"Blackville, SC",0,0,0,0,0,0,0,0,0,0,0,0,0
20143,"Blackwater, MO",0,0,0,0,0,0,0,0,0,0,0,0,0
24591,"Blackwater, ND",0,0,0,0,0,0,0,0,0,0,0,0,0
26902,"Blackwell, OK",0,0,0,0,0,0,0,0,0,0,0,0,0
31316,"Blackwell, TX",0,0,0,0,0,0,0,0,0,0,0,0,0
33049,"Blackwell, WI",0,0,0,0,0,0,0,0,0,0,0,0,0
33501,"Black Wolf, WI",0,0,0,0,0,0,0,0,0,0,0,0,0
15127,"Black Wolf, KS",0,0,0,0,0,0,0,0,0,0,0,0,0
4746,"Bladen, NC",0,0,0,0,0,0,0,0,0,0,0,0,0
21641,"Bladen, NE",0,0,0,0,0,0,0,0,0,0,0,0,0
4079,"Bladenboro, NC",0,0,0,0,0,0,0,0,0,0,0,0,0
4589,"Bladen, NC",0,0,0,0,0,0,0,0,0,0,0,0,0
16582,"Bladensburg, MD",0,0,0,0,0,0,0,0,0,0,0,0,0
4699,"Blades, DE",0,0,0,0,0,0,0,0,0,0,0,0,0
28072,"Blain, PA",0,0,0,0,0,0,0,0,0,0,0,0,0
29133,"Blaine, PA",0,0,0,0,0,0,0,0,0,0,0,0,0
15378,"Blaine, KS",0,0,0,0,0,0,0,0,0,0,0,0,0
8294,"Blaine, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
32874,"Blaine, WI",0,0,0,0,0,0,0,0,0,0,0,0,0
6053,"Blaine, ME",0,0,0,0,0,0,0,0,0,0,0,0,0
15925,"Blaine, KY",0,0,0,0,0,0,0,0,0,0,0,0,0
17360,"Blaine, MI",0,0,0,0,0,0,0,0,0,0,0,0,0
30373,"Blaine, TN",0,0,0,0,0,0,0,0,0,0,0,0,0
24095,"Blaine, ND",0,0,0,0,0,0,0,0,0,0,0,0,0
21658,"Blaine, NE",0,0,0,0,0,0,0,0,0,0,0,0,0
29386,"Blaine, SD",0,0,0,0,0,0,0,0,0,0,0,0,0
1159,"Blaine, MN",0,0,0,0,0,0,0,0,0,0,0,0,0
21079,"Blaine County, MT",0,0,0,0,0,0,0,0,0,0,0,0,0
10657,"Blaine County, ID",0,0,0,0,0,0,0,0,0,0,0,0,0
21913,"Blaine County, NE",0,0,0,0,0,0,0,0,0,0,0,0,0
26591,"Blaine County, OK",0,0,0,0,0,0,0,0,0,0,0,0,0
11501,"Blair, IL",0,0,0,0,0,0,0,0,0,0,0,0,0
17547,"Blair, MI",0,0,0,0,0,0,0,0,0,0,0,0,0
26879,"Blair, OK",0,0,0,0,0,0,0,0,0,0,0,0,0
8662,"Blair, WI",0,0,0,0,0,0,0,0,0,0,0,0,0
28458,"Blair, PA",0,1,0,1,0,0,0,0,0,0,0,0,0
21631,"Blair, NE",0,0,0,0,0,0,0,0,0,0,0,0,0
27262,"Blair County, PA",0,0,0,0,0,0,0,0,0,0,0,0,0
13647,"Blairsburg, IA",0,0,0,0,0,0,0,0,0,0,0,0,0
6817,"Blairstown, NJ",0,0,0,0,0,0,0,0,0,0,0,0,0
20239,"Blairstown, MO",0,0,0,0,0,0,0,0,0,0,0,0,0
13315,"Blairstown, IA",0,0,0,0,0,0,0,0,0,0,0,0,0
5034,"Blairsville, GA",0,0,0,0,0,0,0,0,0,0,0,0,0
27834,"Blairsville, PA",0,0,0,0,0,0,0,0,0,0,0,0,0
19235,"Blakeley, MN",0,0,0,0,0,0,0,0,0,0,0,0,0
21797,"Blakely, NE",0,0,0,0,0,0,0,0,0,0,0,0,0
27863,"Blakely, PA",0,0,0,0,0,0,0,0,0,0,0,0,0
15156,"Blakely, KS",0,0,0,0,0,0,0,0,0,0,0,0,0
5035,"Blakely, GA",0,0,0,0,0,0,0,0,0,0,0,0,0
14133,"Blakesburg, IA",0,0,0,0,0,0,0,0,0,0,0,0,0
26097,"Blakeslee, OH",0,0,0,0,0,0,0,0,0,0,0,0,0
5762,"Blanca, CO",0,0,0,0,0,0,0,0,0,0,0,0,0
24961,"Blanchard, ND",0,0,0,0,0,0,0,0,0,0,0,0,0
13947,"Blanchard, IA",0,0,0,0,0,0,0,0,0,0,0,0,0
33149,"Blanchard, WI",0,0,0,0,0,0,0,0,0,0,0,0,0
26319,"Blanchard, OH",0,0,0,0,0,0,0,0,0,0,0,0,0
16177,"Blanchard, LA",0,0,0,0,0,0,0,0,0,0,0,0,0
26968,"Blanchard, OK",0,0,0,0,0,0,0,0,0,0,0,0,0
32546,"Blanchardville, WI",0,0,0,0,0,0,0,0,0,0,0,0,0
25335,"Blanchester, OH",0,0,0,0,0,0,0,0,0,0,0,0,0
30658,"Blanco, TX",0,0,0,0,0,0,0,0,0,0,0,0,0
2555,"Blanco County, TX",0,0,0,0,0,0,0,0,0,0,0,0,0
20206,"Bland, MO",0,0,0,0,0,0,0,0,0,0,0,0,0
963,"Bland County, VA",0,0,0,0,0,0,0,0,0,0,0,0,0
469,"Blandford, MA",23,3,0,1,0,0,0,0,0,1,0,0,0
31730,"Blanding, UT",0,0,0,0,0,0,0,0,0,0,0,0,0
7549,"Blandinsville, IL",0,0,0,0,0,0,0,0,0,0,0,0,0
30699,"Blanket, TX",0,0,0,0,0,0,0,0,0,0,0,0,0
22427,"Blasdell, NY",0,0,0,0,0,0,0,0,0,0,0,0,0
27341,"Blawnox, PA",0,0,0,0,0,0,0,0,0,0,0,0,0
4845,"Bleckley County, GA",0,0,0,0,0,0,0,0,0,0,0,0,0
30173,"Bledsoe County, TN",0,0,0,0,0,0,0,0,0,0,0,0,0
23154,"Bleecker, NY",0,0,0,0,0,0,0,0,0,0,0,0,0
13907,"Blencoe, IA",0,0,0,0,0,0,0,0,0,0,0,0,0
26283,"Blendon, OH",0,0,0,0,0,0,0,0,0,0,0,0,0
29437,"Blendon, SD",0,0,0,0,0,0,0,0,0,0,0,0,0
17929,"Blendon, MI",0,0,0,0,0,0,0,0,0,0,0,0,0
23440,"Blenheim, NY",0,0,0,0,0,0,0,0,0,0,0,0,0
2288,"Blenheim, SC",0,0,0,0,0,0,0,0,0,0,0,0,0
9838,"Blevins, AR",0,0,0,0,0,0,0,0,0,0,0,0,0
18282,"Blind Lake, MN",0,0,0,0,0,0,0,0,0,0,0,0,0
29764,"Blinsmon, SD",0,0,0,0,0,0,0,0,0,0,0,0,0
10795,"Bliss, ID",0,0,0,0,0,0,0,0,0,0,0,0,0
17508,"Bliss, MI",0,0,0,0,0,0,0,0,0,0,0,0,0
16994,"Blissfield, MI",0,0,0,0,0,0,0,0,0,0,0,0,0
11733,"Blissville, IL",0,0,0,0,0,0,0,0,0,0,0,0,0
5684,"Block Island, RI",1,2,3,3,0,0,0,0,0,2,1,0,0
14110,"Blockton, IA",0,0,0,0,0,0,0,0,0,0,0,0,0
20781,"Blodgett, MO",0,0,0,0,0,0,0,0,0,0,0,0,0
29469,"Blom, SD",0,0,0,0,0,0,0,0,0,0,0,0,0
1160,"Blomkest, MN",0,0,0,0,0,0,0,0,0,0,0,0,0
28628,"Bloom, PA",0,0,0,0,0,0,0,0,0,0,0,0,0
18872,"Bloom, MN",0,0,0,0,0,0,0,0,0,0,0,0,0
24879,"Bloom, ND",0,0,0,0,0,0,0,0,0,0,0,0,0
26275,"Bloom, OH",0,0,0,0,0,0,0,0,0,0,0,0,0
11528,"Bloom, IL",0,0,0,0,0,0,0,0,0,0,0,0,0
15141,"Bloom, KS",0,0,0,0,0,0,0,0,0,0,0,0,0
33346,"Bloom, WI",0,0,0,0,0,0,0,0,0,0,0,0,0
30739,"Bloomburg, TX",0,0,0,0,0,0,0,0,0,0,0,0,0
26107,"Bloomdale, OH",0,0,0,0,0,0,0,0,0,0,0,0,0
24880,"Bloomenfield, ND",0,0,0,0,0,0,0,0,0,0,0,0,0
18740,"Bloomer, MN",0,0,0,0,0,0,0,0,0,0,0,0,0
8663,"Bloomer, WI",0,0,0,0,0,0,0,0,0,0,0,0,0
17830,"Bloomer, MI",0,0,0,0,0,0,0,0,0,0,0,0,0
5547,"Bloomfield, CT",19,3,0,1,0,0,0,0,0,1,0,0,0
22669,"Bloomfield, NY",0,0,0,0,0,0,0,0,0,0,0,0,0
3542,"Bloomfield, VT",0,0,0,0,0,0,0,0,0,0,0,0,0
24962,"Bloomfield, ND",0,0,0,0,0,0,0,0,0,0,0,0,0
32741,"Bloomfield, WI",0,0,0,0,0,0,0,0,0,0,0,0,0
26366,"Bloomfield, OH",0,0,0,0,0,0,0,0,0,0,0,0,0
15989,"Bloomfield, KY",0,0,0,0,0,0,0,0,0,0,0,0,0
20806,"Bloomfield, MO",0,0,0,0,0,0,0,0,0,0,0,0,0
17585,"Bloomfield, MI",0,0,0,0,0,0,0,0,0,0,0,0,0
15320,"Bloomfield, KS",0,0,0,0,0,0,0,0,0,0,0,0,0
18460,"Bloomfield, MN",0,0,0,0,0,0,0,0,0,0,0,0,0
28073,"Bloomfield, PA",0,0,0,0,0,0,0,0,0,0,0,0,0
6818,"Bloomfield, NJ",0,0,0,0,0,0,0,0,0,0,0,0,0
12446,"Bloomfield, IN",0,0,0,0,0,0,0,0,0,0,0,0,0
13519,"Bloomfield, IA",0,0,0,0,0,0,0,0,0,0,0,0,0
21423,"Bloomfield, NE",0,0,0,0,0,0,0,0,0,0,0,0,0
22236,"Bloomfield, NM",0,0,0,0,0,0,0,0,0,0,0,0,0
17091,"Bloomfield Hills, MI",0,0,0,0,0,0,0,0,0,0,0,0,0
24395,"Blooming, ND",0,0,0,0,0,0,0,0,0,0,0,0,0
22836,"Bloomingburg, NY",0,0,0,0,0,0,0,0,0,0,0,0,0
25477,"Bloomingburg, OH",0,0,0,0,0,0,0,0,0,0,0,0,0
7550,"Bloomingdale, IL",0,0,0,0,0,0,0,0,0,0,0,0,0
17219,"Bloomingdale, MI",0,0,0,0,0,0,0,0,0,0,0,0,0
12683,"Bloomingdale, IN",0,0,0,0,0,0,0,0,0,0,0,0,0
25644,"Bloomingdale, OH",0,0,0,0,0,0,0,0,0,0,0,0,0
6819,"Bloomingdale, NJ",0,0,0,0,0,0,0,0,0,0,0,0,0
5036,"Bloomingdale, GA",0,0,0,0,0,0,0,0,0,0,0,0,0
26506,"Bloominggrove, OH",0,0,0,0,0,0,0,0,0,0,0,0,0
32955,"Blooming Grove, WI",0,0,0,0,0,0,0,0,0,0,0,0,0
19373,"Blooming Grove, MN",0,0,0,0,0,0,0,0,0,0,0,0,0
31299,"Blooming Grove, TX",0,0,0,0,0,0,0,0,0,0,0,0,0
23322,"Blooming Grove, NY",0,0,0,0,0,0,0,0,0,0,0,0,0
29021,"Blooming Grove, PA",0,0,0,0,0,0,0,0,0,0,0,0,0
12967,"Blooming Grove, IN",0,0,0,0,0,0,0,0,0,0,0,0,0
1161,"Blooming Prairie, MN",0,0,0,0,0,0,0,0,0,0,0,0,0
24318,"Blooming Prairie, ND",0,0,0,0,0,0,0,0,0,0,0,0,0
14999,"Bloomington, KS",0,0,0,0,0,0,0,0,0,0,0,0,0
32489,"Bloomington, WI",0,0,0,0,0,0,0,0,0,0,0,0,0
21314,"Bloomington, NE",0,0,0,0,0,0,0,0,0,0,0,0,0
10709,"Bloomington, ID",0,0,0,0,0,0,0,0,0,0,0,0,0
389,"Bloomington, MN",9,2,0,2,0,0,0,0,0,1,0,0,0
12644,"Bloomington, IN",0,0,0,0,0,0,0,0,0,0,0,0,0
7551,"Bloomington, IL",0,0,0,0,0,0,0,0,0,0,0,0,0
11905,"Bloomington City, IL",0,0,0,0,0,0,0,0,0,0,0,0,0
24319,"Blooming Valley, ND",0,0,0,0,0,0,0,0,0,0,0,0,0
29539,"Blooming Valley, SD",0,0,0,0,0,0,0,0,0,0,0,0,0
27692,"Blooming Valley, PA",0,0,0,0,0,0,0,0,0,0,0,0,0
27685,"Bloomsburg, PA",0,0,0,0,0,0,0,0,0,0,0,0,0
6820,"Bloomsbury, NJ",0,0,0,0,0,0,0,0,0,0,0,0,0
20757,"Bloomsdale, MO",0,0,0,0,0,0,0,0,0,0,0,0,0
25959,"Bloomville, OH",0,0,0,0,0,0,0,0,0,0,0,0,0
29090,"Bloss, PA",0,0,0,0,0,0,0,0,0,0,0,0,0
28166,"Blossburg, PA",0,0,0,0,0,0,0,0,0,0,0,0,0
31174,"Blossom, TX",0,0,0,0,0,0,0,0,0,0,0,0,0
12119,"Blount, IL",0,0,0,0,0,0,0,0,0,0,0,0,0
9259,"Blount County, AL",0,0,0,0,0,0,0,0,0,0,0,0,0
30174,"Blount County, TN",0,0,0,0,0,0,0,0,0,0,0,0,0
10538,"Blountstown, FL",0,0,0,0,0,0,0,0,0,0,0,0,0
947,"Blountsville, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
12489,"Blountsville, IN",0,0,0,0,0,0,0,0,0,0,0,0,0
18921,"Blowers, MN",0,0,0,0,0,0,0,0,0,0,0,0,0
4080,"Blowing Rock, NC",0,0,0,0,0,0,0,0,0,0,0,0,0
31865,"Bloxom, VA",0,0,0,0,0,0,0,0,0,0,0,0,0
15402,"Blue, KS",0,0,0,0,0,0,0,0,0,0,0,0,0
25544,"Blue Ash, OH",0,0,0,0,0,0,0,0,0,0,0,0,0
19361,"Blueberry, MN",0,0,0,0,0,0,0,0,0,0,0,0,0
24505,"Bluebird, ND",0,0,0,0,0,0,0,0,0,0,0,0,0
24577,"Blue Butte, ND",0,0,0,0,0,0,0,0,0,0,0,0,0
12856,"Blue Creek, IN",0,0,0,0,0,0,0,0,0,0,0,0,0
26468,"Blue Creek, OH",0,0,0,0,0,0,0,0,0,0,0,0,0
8855,"Blue Diamond, NV",0,0,0,0,0,0,0,0,0,0,0,0,0
1162,"Blue Earth, MN",0,0,0,0,0,0,0,0,0,0,0,0,0
18446,"Blue Earth City, MN",0,0,0,0,0,0,0,0,0,0,0,0,0
1950,"Blue Earth County, MN",0,0,0,0,0,0,0,0,0,0,0,0,0
20819,"Blue Eye, MO",0,0,0,0,0,0,0,0,0,0,0,0,0
9712,"Blue Eye, AR",0,0,0,0,0,0,0,0,0,0,0,0,0
32269,"Bluefield, WV",0,0,0,0,0,0,0,0,0,0,0,0,0
32033,"Bluefield, VA",0,0,0,0,0,0,0,0,0,0,0,0,0
14044,"Blue Grass, IA",0,0,0,0,0,0,0,0,0,0,0,0,0
24592,"Blue Hill, ND",0,0,0,0,0,0,0,0,0,0,0,0,0
6054,"Blue Hill, ME",0,0,0,0,0,0,0,0,0,0,0,0,0
19243,"Blue Hill, MN",0,0,0,0,0,0,0,0,0,0,0,0,0
15321,"Blue Hill, KS",0,0,0,0,0,0,0,0,0,0,0,0,0
21642,"Blue Hill, NE",0,0,0,0,0,0,0,0,0,0,0,0,0
7552,"Blue Island, IL",0,0,0,0,0,0,0,0,0,0,0,0,0
26767,"Bluejacket, OK",0,0,0,0,0,0,0,0,0,0,0,0,0
17669,"Blue Lake, MI",0,0,0,0,0,0,0,0,0,0,0,0,0
3120,"Blue Lake, CA",0,0,0,0,0,0,0,0,0,0,0,0,0
20991,"Blue Mound, MO",0,0,0,0,0,0,0,0,0,0,0,0,0
31452,"Blue Mound, TX",0,0,0,0,0,0,0,0,0,0,0,0,0
14628,"Blue Mound, KS",0,0,0,0,0,0,0,0,0,0,0,0,0
7553,"Blue Mound, IL",0,0,0,0,0,0,0,0,0,0,0,0,0
19061,"Blue Mounds, MN",0,0,0,0,0,0,0,0,0,0,0,0,0
32435,"Blue Mounds, WI",0,0,0,0,0,0,0,0,0,0,0,0,0
19782,"Blue Mountain, MS",0,0,0,0,0,0,0,0,0,0,0,0,0
9929,"Blue Mountain, AR",0,0,0,0,0,0,0,0,0,0,0,0,0
14669,"Blue Rapids, KS",0,0,0,0,0,0,0,0,0,0,0,0,0
15299,"Blue Rapids City, KS",0,0,0,0,0,0,0,0,0,0,0,0,0
25087,"Blue Ridge, ND",0,0,0,0,0,0,0,0,0,0,0,0,0
30775,"Blue Ridge, TX",0,0,0,0,0,0,0,0,0,0,0,0,0
12012,"Blue Ridge, IL",0,0,0,0,0,0,0,0,0,0,0,0,0
5037,"Blue Ridge, GA",0,0,0,0,0,0,0,0,0,0,0,0,0
15873,"Blue Ridge Manor, KY",0,0,0,0,0,0,0,0,0,0,0,0,0
32490,"Blue River, WI",0,0,0,0,0,0,0,0,0,0,0,0,0
5763,"Blue River, CO",0,0,0,0,0,0,0,0,0,0,0,0,0
12985,"Blue River, IN",0,0,0,0,0,0,0,0,0,0,0,0,0
26456,"Blue Rock, OH",0,0,0,0,0,0,0,0,0,0,0,0,0
19794,"Blue Springs, MS",0,0,0,0,0,0,0,0,0,0,0,0,0
21337,"Blue Springs, NE",0,0,0,0,0,0,0,0,0,0,0,0,0
9076,"Blue Springs, AL",0,0,0,0,0,0,0,0,0,0,0,0,0
20277,"Blue Springs, MO",0,0,0,0,0,0,0,0,0,0,0,0,0
21798,"Blue Springs Wymore, NE",0,0,0,0,0,0,0,0,0,0,0,0,0
15403,"Blue Valley, KS",0,0,0,0,0,0,0,0,0,0,0,0,0
15488,"Bluff, KS",0,0,0,0,0,0,0,0,0,0,0,0,0
